n,marathon,year,gender,subgroup,avg_chip_seconds,avg_temp,precipitation,dew_point,wind_speed,visibility,sea_level_pressure,co,ozone,pm25,no2,supershoe,temp_aqi_interaction,avg_temp_gender_interaction
7088,NYC,2002,male,recreational,14970.862725733634,41.3,0,21.13,13,10,29.98,17,31,52,44,0,2147.6,41.3
8906,NYC,2002,male,slow,18631.94947226588,41.3,0,21.13,13,10,29.98,17,31,52,44,0,2147.6,41.3
49,NYC,2003,female,elite,10024.65306122449,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,0
531,NYC,2003,female,competitive,12590.879472693032,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,0
1860,NYC,2003,female,average,14462.38602150538,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,0
3993,NYC,2003,female,recreational,16739.200100175305,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,0
5287,NYC,2003,female,slow,20618.88972952526,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,0
163,NYC,2003,male,elite,9429.552147239265,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,62.26
1327,NYC,2003,male,competitive,11427.704596834965,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,62.26
3826,NYC,2003,male,average,13244.439884997386,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,62.26
7192,NYC,2003,male,recreational,15267.77753058954,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,62.26
10501,NYC,2003,male,slow,19006.398533472988,62.26,0,54.3,6,10,30.08,24,37,86,46,0,5354.36,62.26
53,NYC,2004,female,elite,10126.566037735847,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,0
557,NYC,2004,female,competitive,12568.109515260325,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,0
1941,NYC,2004,female,average,14529.326120556414,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,0
3815,NYC,2004,female,recreational,16823.35543905636,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,0
5632,NYC,2004,female,slow,20870.82776988637,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,0
154,NYC,2004,male,elite,9347.2077922077915,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,58.35
1238,NYC,2004,male,competitive,11273.672859450726,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,58.35
3674,NYC,2004,male,average,13132.161948829618,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,58.35
7315,NYC,2004,male,recreational,15169.941079972656,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,58.35
12183,NYC,2004,male,slow,19060.68332922926,58.35,0,43.43,15,10,29.72,15,44,58,48,0,3384.3,58.35
64,NYC,2005,female,elite,10223.65625,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,0
673,NYC,2005,female,competitive,12687.673105497772,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,0
2223,NYC,2005,female,average,14661.64237516869,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,0
4208,NYC,2005,female,recreational,16977.528517110262,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,0
4906,NYC,2005,female,slow,20923.769465960053,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,0
205,NYC,2005,male,elite,9492.482926829269,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,58.41
1448,NYC,2005,male,competitive,11277.19544198895,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,58.41
3768,NYC,2005,male,average,13134.016188959658,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,58.41
7200,NYC,2005,male,recreational,15167.422638888887,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,58.41
12163,NYC,2005,male,slow,19038.965222395796,58.41,0,53.76,9,10,29.9,27,50,119,63,0,6950.79,58.41
89,NYC,2006,female,elite,10513.831460674155,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,0
1014,NYC,2006,female,competitive,12714.43392504931,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,0
3084,NYC,2006,female,average,14661.883592736707,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,0
4585,NYC,2006,female,recreational,16916.418756815707,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,0
3583,NYC,2006,female,slow,20866.67010884735,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,0
305,NYC,2006,male,elite,9554.92786885246,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,43.48
2208,NYC,2006,male,competitive,11290.561594202898,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,43.48
5680,NYC,2006,male,average,13162.049295774636,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,43.48
8616,NYC,2006,male,recreational,15146.838440111422,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,43.48
8714,NYC,2006,male,slow,18693.267844847353,43.48,0,24.7,6,10,30.39,18,29,70,39,0,3043.6,43.48
76,NYC,2007,female,elite,10374.578947368422,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,0
982,NYC,2007,female,competitive,12530.351323828922,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,0
2873,NYC,2007,female,average,14499.406891750785,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,0
4627,NYC,2007,female,recreational,16735.56861897558,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,0
3951,NYC,2007,female,slow,20598.10301189574,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,0
229,NYC,2007,male,elite,9543.375545851528,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,50.54
2045,NYC,2007,male,competitive,11240.345232273838,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,50.54
5240,NYC,2007,male,average,13077.268893129767,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,50.54
8778,NYC,2007,male,recreational,15053.81328320802,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,50.54
9804,NYC,2007,male,slow,18668.990820073443,50.54,0,30.92,10,10,29.75,13,34,61,40,0,3082.94,50.54
101,NYC,2008,female,elite,10407.821782178218,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,0
1228,NYC,2008,female,competitive,12616.35342019544,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,0
3243,NYC,2008,female,average,14563.96608078939,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,0
4539,NYC,2008,female,recreational,16803.234853491966,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,0
3773,NYC,2008,female,slow,20838.700768619154,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,0
278,NYC,2008,male,elite,9499.161870503598,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,44.29
2266,NYC,2008,male,competitive,11178.108120035304,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,44.29
5758,NYC,2008,male,average,13043.732198680087,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,44.29
8394,NYC,2008,male,recreational,14993.767810340718,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,44.29
8521,NYC,2008,male,slow,18662.349020068068,44.29,0,25.54,15,10,30.39,9,31,52,37,0,2303.08,44.29
154,NYC,2009,female,elite,10928.292207792209,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,0
1869,NYC,2009,female,competitive,12996.20278223649,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,0
4532,NYC,2009,female,average,15031.170123565753,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,0
5155,NYC,2009,female,recreational,17265.367410281284,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,0
3490,NYC,2009,female,slow,21275.37077363897,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,0
297,NYC,2009,male,elite,9479.30303030303,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,53.54
2666,NYC,2009,male,competitive,11254.523255813952,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,53.54
6750,NYC,2009,male,average,13091.879111111117,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,53.54
9519,NYC,2009,male,recreational,15037.926988129004,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,53.54
9112,NYC,2009,male,slow,18689.981233538187,53.54,0,39.46,9,10,30.03,10,27,42,30,0,2248.68,53.54
151,NYC,2010,female,elite,10689.35761589404,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,0
1811,NYC,2010,female,competitive,12973.438983986744,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,0
4618,NYC,2010,female,average,14985.161108705066,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,0
5332,NYC,2010,female,recreational,17230.989497374347,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,0
4212,NYC,2010,female,slow,21220.872744539414,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,0
203,NYC,2010,male,elite,9371.142857142857,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,43.17
2282,NYC,2010,male,competitive,11160.768185801931,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,43.17
6416,NYC,2010,male,average,12980.947319201983,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,43.17
9684,NYC,2010,male,recreational,14942.785315985137,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,43.17
10266,NYC,2010,male,slow,18712.829339567517,43.17,0,25.58,14,10,30.13,7,31,44,23,0,1899.48,43.17
104,NYC,2011,female,elite,10428.057692307691,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,0
1493,NYC,2011,female,competitive,12562.286001339584,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,0
4001,NYC,2011,female,average,14485.46813296676,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,0
5974,NYC,2011,female,recreational,16721.659357214598,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,0
5688,NYC,2011,female,slow,20574.51195499295,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,0
172,NYC,2011,male,elite,9207.040697674418,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,46.58
2184,NYC,2011,male,competitive,10904.297619047618,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,46.58
5386,NYC,2011,male,average,12684.548644634238,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,46.58
9581,NYC,2011,male,recreational,14611.282120864213,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,46.58
12655,NYC,2011,male,slow,18347.2647965231,46.58,0,30.58,8,10,30.37,32,32,63,49,0,2934.54,46.58
82,NYC,2013,female,elite,10428.60975609756,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,0
1544,NYC,2013,female,competitive,12758.830310880829,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,0
5175,NYC,2013,female,average,14671.94608695652,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,0
6998,NYC,2013,female,recreational,16900.498856816233,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,0
5747,NYC,2013,female,slow,20820.142335131382,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,0
180,NYC,2013,male,elite,9433.033333333333,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,46.63
2136,NYC,2013,male,competitive,11211.579588014982,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,46.63
6964,NYC,2013,male,average,13010.924468696145,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,46.63
10513,NYC,2013,male,recreational,14943.706173309232,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,46.63
10796,NYC,2013,male,slow,18694.34874027416,46.63,0,28.79,13,10,30.25,6,31,38,17,0,1771.94,46.63
109,NYC,2014,female,elite,10624.238532110092,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,0
1401,NYC,2014,female,competitive,12761.529621698788,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,0
4841,NYC,2014,female,average,14688.788266887006,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,0
7168,NYC,2014,female,recreational,16922.067661830355,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,0
6884,NYC,2014,female,slow,20979.45554909936,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,0
266,NYC,2014,male,elite,9610.421052631578,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,43.73
2288,NYC,2014,male,competitive,11431.260489510489,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,43.73
6954,NYC,2014,male,average,13274.30644233534,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,43.73
9731,NYC,2014,male,recreational,15258.723050046245,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,43.73
10752,NYC,2014,male,slow,19104.04306175596,43.73,0.29,25.27,16,10,29.9,5,35,26,11,0,1530.55,43.73
95,NYC,2015,female,elite,10511.568421052632,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,0
1250,NYC,2015,female,competitive,12661.8208,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,0
4398,NYC,2015,female,average,14625.407457935426,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,0
7201,NYC,2015,female,recreational,16902.482294125813,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,0
7727,NYC,2015,female,slow,20886.205254303102,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,0
259,NYC,2015,male,elite,9640.420849420849,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,59.16
2207,NYC,2015,male,competitive,11333.418214771184,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,59.16
5543,NYC,2015,male,average,13234.941006675095,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,59.16
9022,NYC,2015,male,recreational,15249.6286854356,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,59.16
11759,NYC,2015,male,slow,19095.6906199507,59.16,0,46.52,8,10,29.9,9,31,57,28,0,3372.12,59.16
116,NYC,2016,female,elite,10580.327586206897,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,0
1357,NYC,2016,female,competitive,12657.65438467207,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,0
4601,NYC,2016,female,average,14640.389480547705,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,0
7439,NYC,2016,female,recreational,16896.48393601291,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,0
7924,NYC,2016,female,slow,20926.321933367,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,0
189,NYC,2016,male,elite,9415.84656084656,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,52.6
2021,NYC,2016,male,competitive,11112.510638297872,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,52.6
5236,NYC,2016,male,average,12953.924178762409,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,52.6
9425,NYC,2016,male,recreational,14948.43395225464,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,52.6
12963,NYC,2016,male,slow,18810.127748206432,52.6,0,34.4,14,10,30.26,7,33,43,23,0,2261.8,52.6
166,NYC,2017,female,elite,10719.777108433736,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,0
1680,NYC,2017,female,competitive,12828.887500000004,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,0
5064,NYC,2017,female,average,14842.733412322275,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,0
7005,NYC,2017,female,recreational,17135.86581013562,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,0
7140,NYC,2017,female,slow,21286.658683473383,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,0
393,NYC,2017,male,elite,9709.814249363868,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,56.88
2626,NYC,2017,male,competitive,11337.491241431837,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,56.88
6236,NYC,2017,male,average,13258.991821680562,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,56.88
9007,NYC,2017,male,recreational,15257.488175863213,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,56.88
11324,NYC,2017,male,slow,19217.603761921582,56.88,0.01,53.57,9,10,30.19,8,28,52,27,0,2957.76,56.88
144,NYC,2018,female,elite,10501.159722222224,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,0
1440,NYC,2018,female,competitive,12516.555555555557,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,0
4458,NYC,2018,female,average,14463.79878869448,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,0
7164,NYC,2018,female,recreational,16700.26018983808,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,0
8917,NYC,2018,female,slow,20934.12672423464,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,0
237,NYC,2018,male,elite,9296.637130801688,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,50.44
2172,NYC,2018,male,competitive,10942.999079189687,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,50.44
5110,NYC,2018,male,average,12752.775538160471,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,50.44
8600,NYC,2018,male,recreational,14722.629534883725,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,50.44
14462,NYC,2018,male,slow,18833.427119347245,50.44,0,32.44,14,10,30.52,8,30,49,36,1,2471.56,50.44
161,NYC,2019,female,elite,10466.801242236024,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,0
1725,NYC,2019,female,competitive,12464.404057971016,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,0
4682,NYC,2019,female,average,14434.646304997865,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,0
7297,NYC,2019,female,recreational,16687.82184459366,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,0
8855,NYC,2019,female,slow,21020.942066629017,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,0
414,NYC,2019,male,elite,9487.94202898551,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,47.36
2945,NYC,2019,male,competitive,11076.34057724957,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,47.36
5811,NYC,2019,male,average,12982.511615900872,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,47.36
8911,NYC,2019,male,recreational,14957.762316238355,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,47.36
12719,NYC,2019,male,slow,19072.45365201667,47.36,0,28.76,8,10,30.13,7,31,52,32,1,2462.72,47.36
108,NYC,2021,female,elite,10343.462962962964,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,0
781,NYC,2021,female,competitive,12514.326504481434,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,0
2429,NYC,2021,female,average,14394.40592836558,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,0
3504,NYC,2021,female,recreational,16692.38498858448,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,0
4541,NYC,2021,female,slow,21256.197753798748,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,0
164,NYC,2021,male,elite,9387.951219512195,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,50.12
1201,NYC,2021,male,competitive,11113.252289758537,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,50.12
2743,NYC,2021,male,average,12964.1447320452,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,50.12
3865,NYC,2021,male,recreational,14970.549029754204,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,50.12
5613,NYC,2021,male,slow,19433.052022091568,50.12,0,31.96,7,10,30.25,17,39,73,42,1,3658.7599999999998,50.12
95,NYC,2022,female,elite,10336.652631578949,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
1113,NYC,2022,female,competitive,12579.412398921831,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
3539,NYC,2022,female,average,14523.103701610626,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
6550,NYC,2022,female,recreational,16814.26854961832,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
9906,NYC,2022,female,slow,21273.041590955007,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,0
182,NYC,2022,male,elite,9491.675824175823,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
1618,NYC,2022,male,competitive,11199.72064276885,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
3879,NYC,2022,male,average,13058.655839133791,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
6831,NYC,2022,male,recreational,15085.639437856824,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
14025,NYC,2022,male,slow,19379.112156862742,70.35,0,61.7,8,10,30.14,9,31,53,26,1,3728.5499999999997,70.35
274,NYC,2023,female,elite,10910.15693430657,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
2202,NYC,2023,female,competitive,12826.47093551317,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
5198,NYC,2023,female,average,14876.566179299733,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
6885,NYC,2023,female,recreational,17198.933188090054,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
8307,NYC,2023,female,slow,21625.22499097147,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,0
205,NYC,2023,male,elite,9245.117073170732,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
2287,NYC,2023,male,competitive,10850.350677743769,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
4679,NYC,2023,male,average,12640.952340243644,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
7641,NYC,2023,male,recreational,14592.307682240542,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
13602,NYC,2023,male,slow,18953.407513600952,56.56,0,38.59,6,10,30.03,13,43,72,46,1,4072.32,56.56
356,NYC,2024,female,elite,10547,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
2468,NYC,2024,female,competitive,12622.078606158824,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
5935,NYC,2024,female,average,14573.019208087642,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
7591,NYC,2024,female,recreational,16863.30931366088,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
8469,NYC,2024,female,slow,21319.570905656125,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,0
665,NYC,2024,male,elite,9416.527819548866,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
3351,NYC,2024,male,competitive,11017.885108922696,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
6646,NYC,2024,male,average,12896.903851941035,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
8568,NYC,2024,male,recreational,14849.215686274463,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
11466,NYC,2024,male,slow,19120.126111983733,46.91,0,22.86,12,10,30.4,8,35,39,41,1,1923.31,46.91
